900000107,SLHS,1010
900000108,HIST,4435
900000109,CVEN,3525
900000110,MUS,5030
900000111,MGM,4850
900000112,ACCT,3320
900000113,ATLS,2519
900000114,COM,1600
900000115,MDST,2010
900000116,CHE,3361
900000117,MUEL,1145
900000118,HIST,2516
900000119,GRM,1010
900000120,PMU,5497
900000121,MCD,4428
900000122,PSYC,5112
900000123,FREN,5120
900000124,GEOL,3540
900000125,APRD,4505
900000126,APRD,3105
900000127,ECEN,5613
900000128,MUEL,3642
900000129,NAVR,3030
900000130,ECO,4626
900000131,ENGL,5029
900000132,CLAS,1115
900000133,ASEN,5016
900000134,CHE,4021
900000135,ECEN,4517
900000136,MDST,4401
900000137,SPAN,1020
900000138,LAW,7611
900000139,ENGL,5059
900000140,ETHN,3136
900000141,ENGL,2021
900000142,LAW,6271
900000143,MUS,4061
900000144,EDU,4455
900000145,ARTS,4085
900000146,CSCI,2834
900000147,PHIL,4450
900000148,CHE,4530
900000149,COM,3330
900000150,ENVD,4365
900000151,ATOC,5061
900000152,HIST,7415
900000153,EBIO,1240
900000154,HUM,4170
900000155,BCO,2302
900000156,PHYS,5770
900000157,ANTH,2040
900000158,ECEN,5358
900000159,PHYS,4420
900000160,ARTS,4202
900000161,HIST,2110
900000162,IPHY,1950
900000163,CHE,4141
900000164,DNC,3005
900000165,ECO,3818
900000166,IPHY,3470
900000167,IPHY,4440
900000168,APRD,4102
900000169,ASTR,2100
900000170,MUS,7046
900000171,CSCI,3155
900000172,INFO,6500
900000173,EDU,8240
900000174,MUEL,2051
900000175,ENVS,1000
900000176,MATH,6220
900000177,ASEN,5111
900000178,CSCI,3403
900000179,ATLS,4040
900000180,LAW,7025
900000181,IPHY,4600
900000182,RUSS,3705
900000183,SPAN,3060
900000184,THTR,3023
900000185,PORT,4110
900000186,LING,5832
900000187,LING,7100
900000188,GRE,3123
900000189,ETHN,2001
900000190,ATLS,3300
900000191,EBIO,4750
900000192,MSBX,5435
900000193,MBAX,6846
900000194,CLAS,1120
900000195,PHIL,3190
900000196,ARAB,1020
900000197,APPM,4650
900000198,CHE,6321
900000199,ANTH,1140
900000000,WRT,2090
900000001,WRT,1160
900000002,THTR,4063
900000003,THTR,2021
900000004,THTR,4555
900000005,THTR,3085
900000006,THTR,3045
900000007,THTR,3023
900000008,SPAN,4120
900000009,SPAN,2110
900000010,SPAN,3002
900000011,SPAN,3010
900000012,SPAN,4170
900000013,SPAN,5220
900000014,SPAN,1020
900000015,SPAN,3060
900000016,SOCY,1006
900000017,SOCY,4063
900000018,SOCY,1022
900000019,SOCY,1001
900000020,SLHS,5282
900000021,SLHS,6660
900000022,SLHS,3106
900000023,SLHS,3014
900000024,SLHS,5242
900000025,SLHS,1010
900000026,SCAN,1202
900000027,RUSS,4020
900000028,RUSS,3241
900000029,RUSS,3705
900000030,RLST,2610
900000031,RLST,4820
900000032,PSYC,2145
900000033,PSYC,6603
900000034,PSYC,5112
900000035,PSCI,3183
900000036,PSCI,4221
900000037,PSCI,2116
900000038,PSCI,3271
900000039,PSCI,4002
900000040,PSCI,3062
900000041,PSCI,4792
900000042,PSCI,3123
900000043,PSCI,3225
900000044,PORT,4110
900000045,PMU,4147
900000046,PMU,1626
900000047,PMU,1546
900000048,PMU,1556
900000049,PMU,5497
900000050,PHYS,7820
900000051,PHYS,2210
900000052,PHYS,4410
900000053,PHYS,3320
900000054,PHYS,2170
900000055,PHYS,1120
900000056,PHYS,5770
900000057,PHYS,4420
900000058,PHIL,1400
900000059,PHIL,3410
900000060,PHIL,4490
900000061,PHIL,1100
900000062,PHIL,6200
900000063,PHIL,4340
900000064,PHIL,4450
900000065,PHIL,3190
900000066,NRS,5110
900000067,NRS,4092
900000068,NRS,4132
900000069,NAVR,4020
900000070,NAVR,2020
900000071,NAVR,3030
900000072,MUS,2131
900000073,MUS,4443
900000074,MUS,4336
900000075,MUS,5156
900000076,MUS,1554
900000077,MUS,5464
900000078,MUS,5071
900000079,MUS,5071
900000080,MUS,5030
900000081,MUS,4061
900000082,MUS,7046
900000083,MUEL,2752
900000084,MUEL,1145
900000085,MUEL,3642
900000086,MUEL,2051
900000087,MSBX,5225
900000088,MSBX,5435
900000089,MKT,3100
900000090,MKT,3201
900000091,MILR,1021
900000092,MGM,4850
900000093,MDST,7051
900000094,MDST,3001
900000095,MDST,2010
900000096,MDST,4401
900000097,MCE,4117
900000098,MCE,5133
900000099,MCE,1025
900000100,MCD,4310
900000101,MCD,4444
900000102,MCD,3135
900000103,MCD,3450
900000104,MCD,2150
900000105,MCD,2161
900000106,MCD,4428
900000107,MBAX,6595
900000108,MBAX,6531
900000109,MBAX,6280
900000110,MBAX,6330
900000111,MBAX,6600
900000112,MBAX,6640
900000113,MBAX,6846
900000114,MATH,2135
900000115,MATH,1212
900000116,MATH,3510
900000117,MATH,5905
900000118,MATH,1112
900000119,MATH,2510
900000120,MATH,6220
900000121,LING,5140
900000122,LING,1000
900000123,LING,7800
900000124,LING,5410
900000125,LING,5800
900000126,LING,4420
900000127,LING,6300
900000128,LING,5430
900000129,LING,5832
900000130,LING,7100
900000131,LAW,7303
900000132,LAW,5646
900000133,LAW,7031
900000134,LAW,7341
900000135,LAW,7128
900000136,LAW,6004
900000137,LAW,6103
900000138,LAW,8321
900000139,LAW,8095
900000140,LAW,7015
900000141,LAW,6112
900000142,LAW,6722
900000143,LAW,7611
900000144,LAW,6271
900000145,LAW,7025
900000146,KREN,3851
900000147,JRNL,4674
900000148,JRNL,3614
900000149,JRNL,2000
900000150,JRNL,4002
900000151,JPNS,1020
900000152,ITAL,4500
900000153,ITAL,1010
900000154,ITAL,4600
900000155,IPHY,3415
900000156,IPHY,4580
900000157,IPHY,2800
900000158,IPHY,1950
900000159,IPHY,3470
900000160,IPHY,4440
900000161,IPHY,4600
900000162,INFO,4609
900000163,INFO,6500
900000164,INDO,1120
900000165,HUM,3093
900000166,HUM,4504
900000167,HUM,4011
900000168,HUM,4170
900000169,HIST,4830
900000170,HIST,4728
900000171,HIST,4623
900000172,HIST,2326
900000173,HIST,4128
900000174,HIST,4423
900000175,HIST,1518
900000176,HIST,4123
900000177,HIST,2015
900000178,HIST,4366
900000179,HIST,4435
900000180,HIST,2516
900000181,HIST,7415
900000182,HIST,2110
900000183,HIND,1011
900000184,GRM,3505
900000185,GRM,1020
900000186,GRM,3020
900000187,GRM,1010
900000188,GRM,3020
900000189,GEOL,3430
900000190,GEOL,5001
900000191,GEOL,3720
900000192,GEOL,3540
900000193,GEO,3862
900000194,GEO,1962
900000195,GEO,5662
900000196,GEO,3742
900000197,GEO,3612
900000198,GEO,4023
900000199,GEO,3023
900000000,GEO,4093
900000001,GEO,4003
900000002,GEE,3400
900000003,FREN,5330
900000004,FREN,3500
900000005,FREN,5350
900000006,FREN,5120
900000007,ETHN,3314
900000008,ETHN,6101
900000009,ETHN,4951
900000010,ETHN,2203
900000011,ETHN,3501
900000012,ETHN,3136
900000013,ETHN,2001
900000014,ENVS,5702
900000015,ENVS,5510
900000016,ENVS,4800
900000017,ENVS,1001
900000018,ENVS,1000
900000019,ENVD,1020
900000020,ENVD,4112
900000021,ENVD,1030
900000022,ENVD,2352
900000023,ENVD,4365
900000024,ENGL,3245
900000025,ENGL,3025
900000026,ENGL,1800
900000027,ENGL,2717
900000028,ENGL,1230
900000029,ENGL,1001
900000030,ENGL,5029
900000031,ENGL,5059
900000032,ENGL,2021
900000033,EMU,1307
900000034,EMU,1327
900000035,EME,5094
900000036,EME,4030
900000037,EME,5080
900000038,EME,4825
900000039,EDU,2125
900000040,EDU,4435
900000041,EDU,6945
900000042,EDU,2910
900000043,EDU,2150
900000044,EDU,5255
900000045,EDU,3570
900000046,EDU,2500
900000047,EDU,4321
900000048,EDU,5635
900000049,EDU,4455
900000050,EDU,8240
900000051,ECO,8848
900000052,ECO,4524
900000053,ECO,4818
900000054,ECO,2010
900000055,ECO,4794
900000056,ECO,4626
900000057,ECO,3818
900000058,ECEN,4532
900000059,ECEN,5622
900000060,ECEN,4620
900000061,ECEN,5616
900000062,ECEN,5126
900000063,ECEN,4133
900000064,ECEN,2260
900000065,ECEN,5813
900000066,ECEN,5613
900000067,ECEN,4517
900000068,ECEN,5358
900000069,EBIO,6100
900000070,EBIO,3080
900000071,EBIO,1210
900000072,EBIO,4980
900000073,EBIO,1240
900000074,EBIO,4750
900000075,DNC,3041
900000076,DNC,5301
900000077,DNC,1301
900000078,DNC,1000
900000079,DNC,3043
900000080,DNC,1100
900000081,DNC,3005
900000082,CWC,4000
900000083,CVEN,3246
900000084,CVEN,4333
900000085,CVEN,3161
900000086,CVEN,3698
900000087,CVEN,5564
900000088,CVEN,2121
900000089,CVEN,7161
900000090,CVEN,5393
900000091,CVEN,4555
900000092,CVEN,5131
900000093,CVEN,3525
900000094,CSCI,5922
900000095,CSCI,3352
900000096,CSCI,2270
900000097,CSCI,3010
900000098,CSCI,6502
900000099,CSCI,2834
900000100,CSCI,3155
900000101,CSCI,3403
900000102,COM,2650
900000103,COM,4220
900000104,COM,4000
900000105,COM,4300
900000106,COM,4300
900000107,COM,3510
900000108,COM,1600
900000109,COM,3330
900000110,CMCI,2030
900000111,CLAS,4091
900000112,CLAS,1110
900000113,CLAS,1051
900000114,CLAS,1115
900000115,CLAS,1120
900000116,CHIN,1012
900000117,CHIN,3200
900000118,CHIN,5280
900000119,CHE,4581
900000120,CHE,5531
900000121,CHE,6801
900000122,CHE,4521
900000123,CHE,3361
900000124,CHE,4021
900000125,CHE,4530
900000126,CHE,4141
900000127,CHE,6321
900000128,BCO,1030
900000129,BCO,2302
900000130,BAD,2010
900000131,ATOC,4800
900000132,ATOC,3050
900000133,ATOC,7500
900000134,ATOC,5770
900000135,ATOC,3600
900000136,ATOC,1060
900000137,ATOC,5000
900000138,ATOC,3300
900000139,ATOC,5061
900000140,ATLS,2000
900000141,ATLS,5250
900000142,ATLS,4010
900000143,ATLS,2519
900000144,ATLS,4040
900000145,ATLS,3300
900000146,ASTR,7500
900000147,ASTR,2100
900000148,ASIA,4830
900000149,ASEN,3111
900000150,ASEN,4218
900000151,ASEN,3300
900000152,ASEN,5010
900000153,ASEN,6028
900000154,ASEN,4028
900000155,ASEN,5016
900000156,ASEN,5111
900000157,ARTS,3124
900000158,ARTS,5176
900000159,ARTS,5176
900000160,ARTS,5303
900000161,ARTS,5303
900000162,ARTS,3423
900000163,ARTS,3017
900000164,ARTS,4085
900000165,ARTS,4202
900000166,ARTH,3419
900000167,ARSC,1720
900000168,AREN,4506
900000169,AREN,2110
900000170,AREN,3540
900000171,ARC,3100
900000172,ARAB,3410
900000173,ARAB,3120
900000174,ARAB,1020
900000175,APRD,3301
900000176,APRD,3005
900000177,APRD,4404
900000178,APRD,3104
900000179,APRD,4505
900000180,APRD,3105
900000181,APRD,4102
900000182,APPM,8500
900000183,APPM,1360
900000184,APPM,2460
900000185,APPM,7100
900000186,APPM,1350
900000187,APPM,4720
900000188,APPM,4650
900000189,ANTH,3010
900000190,ANTH,2100
900000191,ANTH,2040
900000192,ANTH,1140
900000193,AIRR,3020
900000194,AIRR,2020
900000195,ACCT,6450
900000196,ACCT,4620
900000197,ACCT,3230
900000198,ACCT,4850
900000199,ACCT,3320
