25379,APPM,1390,831,11:00:00,11:50:00,F,ECES 1B12,,Main Campus
25380,APPM,1390,842,10:00:00,10:50:00,F,ECES 1B12,,Main Campus
25382,APPM,1390,843,15:00:00,15:50:00,F,ECES 1B12,,Main Campus
25381,APPM,1390,844,16:00:00,16:50:00,F,ECES 1B12,,Main Campus
25378,APPM,1390,852,15:00:00,15:50:00,M,ECES 1B12,,Main Campus
25532,APPM,1390,853,16:00:00,16:50:00,M,ECES 1B12,,Main Campus
22723,APPM,2350,120,09:00:00,09:50:00,MWF,MUEN E113,,Main Campus
17484,APPM,2350,140,11:00:00,11:50:00,MWF,ECCR 1B40,,Main Campus
24745,APPM,2350,290,16:00:00,16:50:00,TH,ECCR 116,,Main Campus
17489,APPM,2360,110,08:00:00,08:50:00,MWF,ECCR 105,,Main Campus
22676,APPM,2360,120,09:00:00,09:50:00,MWF,ECCR 200,,Main Campus
17490,APPM,2360,130,10:00:00,10:50:00,MWF,ECCR 265,,Main Campus
17497,APPM,2360,150,12:00:00,12:50:00,MWF,ECCR 200,,Main Campus
23306,APPM,2360,160,13:00:00,13:50:00,MWF,ECCR 200,,Main Campus
17501,APPM,2360,170,14:00:00,14:50:00,MWF,ECCR 200,,Main Campus
24054,APPM,2360,171,14:30:00,15:20:00,MWF,AERO 111,,Main Campus
23892,APPM,2360,253,12:00:00,12:50:00,TH,CLUB 4,,Main Campus
24746,APPM,2360,282,15:00:00,15:50:00,TH,ECCR 108,,Main Campus
22556,APPM,2360,549R,13:00:00,13:50:00,MWF,ANDS N103,,Main Campus
17506,APPM,2450,2,10:00:00,10:50:00,T,ECCR143,,Main Campus
17507,APPM,2450,3,13:00:00,13:50:00,T,ECCR143,,Main Campus
17508,APPM,2450,4,14:00:00,14:50:00,T,ECCR143,,Main Campus
17509,APPM,2460,1,11:00:00,11:50:00,T,ECCR143,,Main Campus
17510,APPM,2460,2,12:00:00,12:50:00,T,ECCR143,,Main Campus
17511,APPM,2460,3,15:00:00,15:50:00,T,ECCR143,,Main Campus
17512,APPM,2460,4,16:00:00,16:50:00,T,ECCR143,,Main Campus
18311,APPM,3050,10,09:00:00,09:50:00,MWF,FLMG 157,,Main Campus
24155,APPM,3170,1,13:00:00,13:50:00,MWF,ECCR 150,,Main Campus
18194,APPM,3570,1,10:00:00,10:50:00,MWF,FLMG 157,"Restrepo,Juan G",Main Campus
22165,APPM,3570,2,14:00:00,14:50:00,MWF,FLMG 154,"Restrepo,Juan G",Main Campus
22260,APPM,4120,1,11:00:00,11:50:00,MWF,ECCR 135,"Vernerey,Divya E.",Main Campus
18416,APPM,4360,1,12:00:00,12:50:00,MWF,FLMG 156,"Ablowitz,Mark J",Main Campus
18418,APPM,4360,2,13:00:00,13:50:00,MWF,FLMG 157,"Ablowitz,Mark J",Main Campus
30635,APPM,4370,1,11:00:00,11:50:00,MWF,CASE E340,"Kilpatrick,Zachary",Main Campus
30637,APPM,4390,1,15:00:00,16:15:00,MW,ECCR 116,"Bortz,David Matthew",Main Campus
18424,APPM,4450,1,12:00:00,12:50:00,MWF,ECCR 257,,Main Campus
24947,APPM,4560,1,13:00:00,13:50:00,MWF,FLMG 156,"Corcoran,Jem",Main Campus
21394,APPM,4650,1,09:00:00,09:50:00,MWF,ECCR 105,,Main Campus
25531,APPM,4650,2,09:00:00,09:50:00,MWF,ECCR 135,,Main Campus
25464,APPM,4660,2,09:00:00,09:50:00,MWF,ECCR 139,,Main Campus
23452,APPM,4720,2,08:00:00,09:15:00,TTH,,"Stutzer,Michael J.",Main Campus
24508,APPM,4720,4,16:00:00,17:15:00,MW,FLMG 156,"Appelo,Daniel E",Main Campus
18429,APPM,5450,1,12:00:00,12:50:00,MWF,ECCR 139,,Main Campus
24752,APPM,5480,1,13:00:00,13:50:00,MWF,ECCR 118,"Hoefer,Mark Alan",Main Campus
18430,APPM,5610,1,15:00:00,16:15:00,MW,STAD 140,"Beylkin,Gregory",Main Campus
30892,APPM,5620,1,10:00:00,10:50:00,MWF,KCEN S163,"Grooms,Ian Gregory",Main Campus
39151,APPM,7100,1,09:00:00,09:50:00,MWF,ECCR 257,"Meiss,James",Main Campus
18451,APPM,8000,1,15:00:00,16:30:00,F,ECCR 265,"Gillman,Adrianna Marie",Main Campus
18892,APPM,8100,1,14:00:00,14:50:00,TH,ECOT 317,"Meiss,James",Main Campus
24253,APPM,8300,1,16:00:00,16:50:00,T,ECOT 317,"Ablowitz,Mark J",Main Campus
24661,APPM,8400,1,16:00:00,16:50:00,F,ECCR 1B08,"Bortz,David Matthew",Main Campus
23984,APPM,8500,1,15:30:00,16:20:00,T,ECCR 257,"Becker,Stephen R",Main Campus
25368,APPM,8600,1,11:00:00,11:50:00,TH,ECCR 257,"Appelo,Daniel E",Main Campus
24266,ARAB,1011,1,09:30:00,10:45:00,TTH,DUAN G125,"Thompson,Thomas",Main Campus
23889,ARAB,1020,2,10:00:00,10:50:00,M-F,CHEM 131,"Muhammed,Randa",Main Campus
17714,ARAB,1020,3,11:00:00,11:50:00,M-F,HALE 236,"Muhammed,Randa",Main Campus
31395,ARAB,2120,1,09:00:00,09:50:00,M-F,HLMS 152,"Attwa,Mona Farrag",Main Campus
24324,ARAB,2120,2,14:00:00,14:50:00,M-F,HLMS 145,"Attwa,Mona Farrag",Main Campus
23757,ARAB,3120,1,12:00:00,12:50:00,MWF,HLMS 145,"Attwa,Mona Farrag",Main Campus
31396,ARAB,3230,1,13:00:00,13:50:00,MWF,ECON 205,"Schine,Rachel",Main Campus
31397,ARAB,3410,1,12:30:00,13:45:00,TTH,HLMS 229,"Thompson,Thomas",Main Campus
23827,ARTF,5000,1,10:00:00,13:50:00,F,ATLS 310,"Osborn,Christopher",Main Campus
31067,ARTF,5003,1,19:00:00,21:50:00,W,ATLS 102,"Negri,Sabrina",Main Campus
23844,ARTF,5024,1,15:30:00,18:45:00,MW,ATLS 1B29,"Barlow,Melinda B",Main Campus
31064,ARTF,5453,1,12:30:00,14:50:00,MW,ATLS 102,"Liotta,Jeanne M.",Main Campus
18229,ARTF,5500,1,13:00:00,15:15:00,MW,ATLS 342,"Marslett,Geoffrey C",Main Campus
31068,ARTF,5604,1,12:30:00,13:45:00,TTH,ATLS 102,"Shell,Hanna Rose",Main Campus
23888,ARTF,5610,1,13:00:00,16:50:00,F,ATLS 102,"Gatten,David Edward",Main Campus
31105,ARTH,1600,100,11:00:00,11:50:00,MWF,MUEN E050,"Nauman,Robert Allen",Main Campus
31106,ARTH,1600,101,08:00:00,08:50:00,TH,VAC 485,,Main Campus
31107,ARTH,1600,102,08:00:00,08:50:00,F,VAC 485,,Main Campus
31108,ARTH,1600,103,09:00:00,09:50:00,TH,VAC 485,,Main Campus
31109,ARTH,1600,104,09:00:00,09:50:00,F,VAC 485,,Main Campus
31110,ARTH,1600,105,10:00:00,10:50:00,TH,VAC 485,,Main Campus
31111,ARTH,1600,106,10:00:00,10:50:00,F,VAC 485,,Main Campus
31112,ARTH,1600,107,11:00:00,11:50:00,TH,VAC 485,,Main Campus
31113,ARTH,1600,108,11:00:00,11:50:00,F,VAC 485,,Main Campus
31114,ARTH,1600,109,12:00:00,12:50:00,TH,VAC 485,,Main Campus
31115,ARTH,1600,110,12:00:00,12:50:00,F,VAC 485,,Main Campus
31116,ARTH,1600,111,13:00:00,13:50:00,TH,VAC 485,,Main Campus
31117,ARTH,1600,112,13:00:00,13:50:00,F,VAC 485,,Main Campus
31118,ARTH,1600,113,14:00:00,14:50:00,TH,VAC 485,,Main Campus
31119,ARTH,1600,114,15:00:00,15:50:00,TH,VAC 485,,Main Campus
31120,ARTH,1600,115,16:00:00,16:50:00,TH,VAC 485,,Main Campus
31121,ARTH,1600,116,14:00:00,14:50:00,F,VAC 485,,Main Campus
31122,ARTH,1600,117,15:00:00,15:50:00,F,VAC 485,,Main Campus
31123,ARTH,1600,118,16:00:00,16:50:00,F,VAC 485,,Main Campus
35628,ARTH,2039,1,09:30:00,10:45:00,TTH,EKLC M203,"Rupp,Travis Rick",Main Campus
24451,ARTH,2049,1,10:00:00,10:50:00,MWF,VAC 1B88,"Lansford,Edwin Tyler",Main Campus
25541,ARTH,3109,2,12:30:00,13:20:00,F,VAC 1B23,"Rivera Jr,George F",Main Campus
31124,ARTH,3419,1,09:00:00,09:50:00,MWF,VAC 308,"Alhadeff,Albert",Main Campus
31125,ARTH,3619,1,13:00:00,13:50:00,MWF,VAC 308,"Su,Stephanie",Main Campus
31126,ARTH,3729,1,10:00:00,10:50:00,MWF,VAC 308,"Cordova,James M.",Main Campus
23203,ARTH,3929,1,14:00:00,14:50:00,MWF,VAC 308,"Cohen,Brianne",Main Campus
35641,ARTH,4119,1,11:00:00,12:15:00,TTH,VAC 1B88,"Conlin,Diane L",Main Campus
35645,ARTH,4139,1,09:30:00,10:45:00,TTH,VAC 1B88,"James,Sarah Anne",Main Campus
31127,ARTH,4919,2,14:00:00,15:15:00,TTH,VAC 308,"de Stecher,Annette W",Main Campus
37522,ARTH,4919,3,15:30:00,16:45:00,TTH,VAC 303,"Alhadeff,Albert",Main Campus
24686,ARTH,4929,1,09:30:00,10:45:00,TTH,VAC 308,"Loffredo,Fernando",Main Campus
24360,ARTH,4929,2,11:00:00,12:15:00,TTH,VAC 308,"Su,Stephanie",Main Campus
24801,ARTH,4929,800,15:00:00,16:50:00,W,VAC 455,"Nauman,Robert Allen",Main Campus
38210,ARTH,2029,300E,18:00:00,20:00:00,T,,"Rupp,Travis Rick",Continuing Education
25518,ARTH,6939,2,12:30:00,15:00:00,W,VAC 303,,Main Campus
25517,ARTH,6939,3,09:00:00,11:30:00,T,VAC 303,"de Stecher,Annette W",Main Campus
31323,ARTH,6939,4,12:30:00,15:00:00,M,VAC 303,"Loffredo,Fernando",Main Campus
18350,ARTS,1003,1,12:00:00,14:30:00,TTH,VAC 390,"Lacey,Alanna Christianne",Main Campus
22370,ARTS,1010,1,17:00:00,17:50:00,TH,VAC 1B20,,Main Campus
22371,ARTS,1010,2,17:00:00,17:50:00,TH,VAC 1B20,,Main Campus
23508,ARTS,1010,3,17:00:00,17:50:00,TH,VAC 1B20,,Main Campus
25578,ARTS,1010,4,17:00:00,17:50:00,TH,VAC 1B20,,Main Campus
18215,ARTS,1012,1,10:00:00,15:00:00,F,VAC 471,"Yates,Michael Alexander",Main Campus
23285,ARTS,1012,2,12:30:00,15:00:00,TTH,VAC 474,"Frizzell,William Dalton",Main Campus
18213,ARTS,1020,1,17:00:00,17:50:00,T,VAC 1B20,,Main Campus
18210,ARTS,1020,2,17:00:00,17:50:00,T,VAC 1B20,,Main Campus
18211,ARTS,1020,3,17:00:00,17:50:00,T,VAC 1B20,,Main Campus
18209,ARTS,1020,4,14:00:00,16:20:00,TTH,VAC 172,"Smith,Matthew David",Main Campus
18349,ARTS,1171,1,15:30:00,18:00:00,TTH,VAC 1B03,"Taylor,Chelsea Brieanne",Main Campus
18216,ARTS,1212,1,10:00:00,15:00:00,F,VAC 475,,Main Campus
23215,ARTS,1212,2,16:00:00,18:30:00,MW,VAC 475,"Johnson,Samara",Main Campus
25560,ARTS,1514,1,12:30:00,15:00:00,TTH,VAC 184,"Hofer,Brittney Rachelle",Main Campus
37773,ARTS,1875,2,18:00:00,20:30:00,TTH,VAC 175,,Main Campus
31193,ARTS,2022,1,10:00:00,15:00:00,F,VAC 474,"Minyard,Katie L",Main Campus
23765,ARTS,2085,1,13:00:00,15:30:00,TTH,VAC 175,"Chamberlin,Scott H",Main Campus
23766,ARTS,2095,1,13:00:00,15:30:00,TTH,VAC 171,"Bares,Samantha Angelique",Main Campus
22613,ARTS,2126,1,13:00:00,15:30:00,MW,VAC 1B23,"Kim,Laura Hyunjhee",Main Campus
18455,ARTS,2171,1,12:00:00,14:30:00,MW,VAC 1B03,"Colgan,Jasmine Abena",Main Campus
23958,ARTS,2171,2,09:00:00,11:30:00,MW,VAC 1B03,"McAuliffe,Shelby",Main Campus
18456,ARTS,2191,1,09:00:00,11:30:00,MW,VAC 1B97,"Vieira,Mariana",Main Campus
23959,ARTS,2222,1,13:00:00,15:30:00,MW,VAC 471,"Womack,Mike F",Main Campus
31140,ARTS,2303,1,15:30:00,18:00:00,TTH,VAC 390,"Christie,Matt",Main Campus
23736,ARTS,2413,1,12:30:00,15:00:00,TTH,VAC 395,"Christie,Matt",Main Campus
23740,ARTS,2423,1,09:30:00,12:00:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
24842,ARTS,2453,1,12:00:00,14:30:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
21813,ARTS,2504,1,09:00:00,11:30:00,TTH,VAC 184,"Guffey,Dallas Lee",Main Campus
25497,ARTS,3004,1,13:00:00,15:30:00,MW,VAC 277,,Main Campus
31194,ARTS,3017,1,15:30:00,18:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
23960,ARTS,3022,1,09:30:00,12:00:00,TTH,VAC 474,"Gregorio,Alvin P",Main Campus
24656,ARTS,3054,1,10:00:00,15:00:00,F,VAC 277,,Main Campus
23767,ARTS,3085,1,09:30:00,12:00:00,TTH,VAC 175,"Chamberlin,Scott H",Main Campus
32338,ARTS,3097,3,10:00:00,12:30:00,F,VAC 367,"Christie,Matt",Main Campus
39346,ARTS,3097,4,15:00:00,17:30:00,T,VAC 485,"Russo,Martha Louise",Main Campus
33120,ARTS,3124,1,09:00:00,11:30:00,MW,VAC 277,"Roth,Yumi J",Main Campus
25520,ARTS,3191,1,14:00:00,16:30:00,MW,VAC 1B97,,Main Campus
18218,ARTS,3212,1,12:30:00,15:00:00,TTH,VAC 475,"Gregorio,Alvin P",Main Campus
31195,ARTS,3222,1,09:30:00,12:00:00,MW,VAC 475,"Womack,Mike F",Main Campus
31141,ARTS,3303,1,15:30:00,18:00:00,TTH,VAC 390,"Christie,Matt",Main Campus
23737,ARTS,3413,1,12:30:00,15:00:00,TTH,VAC 395,"Christie,Matt",Main Campus
23741,ARTS,3423,1,09:30:00,12:00:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
24843,ARTS,3453,1,12:00:00,14:30:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
31196,ARTS,4002,1,13:00:00,15:30:00,MW,VAC 475,"Kassianidou,Marina",Main Campus
18347,ARTS,4017,1,09:00:00,11:30:00,MW,VAC 1B17,"Valdovino,Luis Hector",Main Campus
24621,ARTS,4017,2,09:00:00,12:00:00,MW,VAC 271,"Rumley,William Jude",Main Campus
31324,ARTS,4017,4,15:30:00,18:00:00,M,VAC 1B23,"Amerika,Mark",Main Campus
37531,ARTS,4017,5,15:30:00,18:00:00,MW,VAC 308,"Friedman-Gerlicz,Camila",Main Campus
21749,ARTS,4085,1,09:30:00,12:00:00,MW,VAC 155,"Dickey,Kimberly P",Main Campus
31138,ARTS,4095,1,13:00:00,15:50:00,TH,VAC 455,"Quinn,Jeanne Ellen",Main Campus
22623,ARTS,4097,1,12:30:00,15:00:00,W,VAC 455,"Shell,Hanna Rose",Main Campus
32339,ARTS,4097,2,10:00:00,12:30:00,F,VAC 367,"Christie,Matt",Main Campus
18345,ARTS,4117,800,17:00:00,19:30:00,M,VAC 455,,Main Campus
23198,ARTS,4118,801,09:00:00,11:30:00,W,VAC 303,"Sanford,Jason",Main Campus
31144,ARTS,4126,2,15:30:00,18:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
25474,ARTS,4161,1,09:30:00,12:00:00,TTH,VAC 1B03,"Walker,Melanie J",Main Campus
18453,ARTS,4171,1,12:30:00,15:00:00,TTH,VAC 1B03,"Walker,Melanie J",Main Campus
31186,ARTS,4176,1,12:30:00,15:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
22002,ARTS,4202,1,12:30:00,15:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
18363,ARTS,4246,1,13:00:00,15:30:00,MW,VAC 1B17,"Valdovino,Luis Hector",Main Campus
31142,ARTS,4303,1,15:30:00,18:00:00,TTH,VAC 390,"Christie,Matt",Main Campus
23738,ARTS,4413,1,12:30:00,15:00:00,TTH,VAC 395,"Christie,Matt",Main Campus
23742,ARTS,4423,1,09:30:00,12:00:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
24844,ARTS,4453,1,12:00:00,14:30:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
23962,ARTS,4504,1,13:00:00,15:30:00,MW,VAC 277,"Saxton,Richard W",Main Campus
36053,ARTS,4607,1,15:30:00,18:00:00,F,VAC 1B23,"Rivera Jr,George F",Main Campus
38224,ARTS,1012,300E,16:00:00,18:30:00,MW,,,Continuing Education
38226,ARTS,1171,300E,17:00:00,18:15:00,MW,ARMR 211,"Anaya,Roman",Continuing Education
38227,ARTS,1212,300E,16:00:00,18:30:00,TTH,,,Continuing Education
38229,ARTS,1514,300E,16:00:00,18:30:00,MW,VAC 184,"McCormick,Sarah Jean",Continuing Education
38230,ARTS,1875,300E,18:00:00,20:30:00,MW,VAC 175,"Cicak,Joelle Taylor",Continuing Education
38232,ARTS,2126,300E,18:00:00,20:30:00,MW,,"Banks,Cali",Continuing Education
21750,ARTS,5075,1,13:00:00,15:30:00,MW,VAC 485,"Dickey,Kimberly P",Main Campus
24662,ARTS,5095,1,13:00:00,15:50:00,TH,VAC 455,"Quinn,Jeanne Ellen",Main Campus
23199,ARTS,5118,1,18:00:00,21:00:00,T,VAC 1B20,,Main Campus
31145,ARTS,5126,2,15:30:00,18:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
31187,ARTS,5176,1,12:30:00,15:00:00,TTH,VAC 1B23,"Duresse-Stimilli,Francoise",Main Campus
18219,ARTS,5202,1,09:30:00,12:00:00,MW,VAC 455,"Kassianidou,Marina",Main Campus
18364,ARTS,5246,1,13:00:00,15:30:00,MW,VAC 1B17,"Valdovino,Luis Hector",Main Campus
31143,ARTS,5303,1,15:30:00,18:00:00,TTH,VAC 390,"Christie,Matt",Main Campus
23739,ARTS,5413,1,12:30:00,15:00:00,TTH,VAC 395,"Christie,Matt",Main Campus
23743,ARTS,5423,1,09:30:00,12:00:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
24845,ARTS,5453,1,12:00:00,14:30:00,MW,VAC 390,"Yazzie,Melanie Andrew",Main Campus
19187,ARSC,1080,310R,10:00:00,11:15:00,MW,FLMG 294,"Miyamoto,Marlene Elsa",Main Campus
19188,ARSC,1080,311R,13:00:00,13:50:00,F,FLMG 294,"Miyamoto,Marlene Elsa",Main Campus
23094,ARSC,1080,313R,14:00:00,15:15:00,TTH,FLMG 294,"Oshetski,Shane Christopher S",Main Campus
22672,ARSC,1440,310R,12:00:00,12:50:00,MWF,FLMG 294,,Main Campus
22671,ARSC,1440,311R,09:30:00,10:45:00,TTH,FLMG 294,,Main Campus
25383,ARSC,1460,311R,16:00:00,17:15:00,MW,HALE 235,"Wettstein,Gretchen Marie",Main Campus
24582,ARSC,1470,400R,12:30:00,13:45:00,T,STAD 136C,"Semsar,Katharine",Main Campus
39548,ARSC,1490,401R,15:30:00,16:45:00,TH,MUEN E130,"Simpson,Michele D",Main Campus
23770,ARSC,1492,400R,16:00:00,17:15:00,M,KTCH 1B44,"Semsar,Katharine",Main Campus
39549,ARSC,1492,401R,16:00:00,17:15:00,W,HLMS 104,"Schneider,Rebecca",Main Campus
21801,ARSC,1720,310R,12:30:00,13:45:00,TTH,FLMG 265,"Moon,Maung Yi",Main Campus
24658,ARSC,1720,311R,12:30:00,13:45:00,TTH,FLMG 150,,Main Campus
19565,ARSC,2000,310R,13:00:00,13:50:00,MWF,FLMG 241,"Jha,Priya",Main Campus
23349,ARSC,2400,310R,16:00:00,17:15:00,MW,FLMG 150,"Ciancanelli,Rebecca Anne",Main Campus
23134,ARSC,2470,310R,13:00:00,13:50:00,MWF,FLMG 294,"Ranaweera,Chamila",Main Campus
19566,ARSC,3100,311R,11:00:00,12:15:00,TTH,FLMG 294,"Buchanan,Angela S",Main Campus
25564,ARSC,5040,1,12:00:00,14:30:00,W,IBS 150,"Irvine,Leslie J",Main Campus
25566,ARSC,5040,2,14:00:00,16:30:00,TH,LIBR E206,,Main Campus
25565,ARSC,5040,3,13:00:00,15:30:00,TH,IBS 150,"Taylor,Bryan Copeland",Main Campus
23744,ASIA,2000,1,14:00:00,15:15:00,TTH,CLUB 4,"Berry,J Colleen",Main Campus
24157,ASIA,3300,1,09:30:00,10:45:00,TTH,KTCH 1B71,"Berry,J Colleen",Main Campus
25587,ASIA,4001,802,14:00:00,16:00:00,W,See Academc Dept,"Parson,Rahul",Main Campus
24039,ASIA,4830,1,15:00:00,18:00:00,W,CHEM 146,"Berry,J Colleen",Main Campus
18781,ASTR,1000,1,12:30:00,13:45:00,TTH,DUAN G1B20,"Schneider,Nicholas M",Main Campus
22730,ASTR,1000,2,14:00:00,15:15:00,TTH,DUAN G1B30,"Brain,David Andrew",Main Campus
18760,ASTR,1010,100,14:00:00,15:15:00,TTH,DUAN G1B20,"Hornstein,Seth D",Main Campus
19982,ASTR,1010,110,09:00:00,10:45:00,T,OBSV S175,"Hornstein,Seth D",Main Campus
19983,ASTR,1010,111,11:00:00,12:45:00,T,OBSV S175,"Hornstein,Seth D",Main Campus
19984,ASTR,1010,112,09:00:00,10:45:00,W,OBSV S175,"Hornstein,Seth D",Main Campus
19985,ASTR,1010,113,11:00:00,12:45:00,W,OBSV S175,"Hornstein,Seth D",Main Campus
23538,ASTR,1010,114,13:00:00,14:45:00,W,OBSV S175,"Hornstein,Seth D",Main Campus
19986,ASTR,1010,115,15:00:00,16:45:00,W,OBSV S175,"Hornstein,Seth D",Main Campus
25576,ASTR,1010,116,11:00:00,12:45:00,TH,OBSV S175,"Hornstein,Seth D",Main Campus
